,ID,PAY_APRIL,PAY_FEBRUARY,PAY_JANUARY,PAY_JUNE,PAY_MARCH,PAY_MAY,BILL_AMT_APRIL,BILL_AMT_FEBRUARY,BILL_AMT_JANUARY,BILL_AMT_JUNE,BILL_AMT_MARCH,BILL_AMT_MAY,PAY_AMT_APRIL,PAY_AMT_FEBRUARY,PAY_AMT_JANUARY,PAY_AMT_JUNE,PAY_AMT_MARCH,PAY_AMT_MAY,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,DEFAULT_JULY
610,909,-2.0,-1.0,2.0,1.0,-2.0,-2.0,-7292.0,5887.0,3882.0,-1651.0,-10938.0,-5469.0,0.0,0.0,1823.0,0.0,16825.0,0.0,100000.0,2,2,1,44,0
611,910,0.0,-1.0,-1.0,0.0,0.0,0.0,130038.0,6666.0,6666.0,138825.0,79027.0,135233.0,3715.0,6666.0,6666.0,6800.0,6666.0,5600.0,160000.0,1,1,2,26,1
612,911,0.0,0.0,0.0,0.0,0.0,0.0,72163.0,27724.0,28724.0,81902.0,27124.0,71768.0,1400.0,1000.0,1000.0,3274.0,1000.0,2271.0,90000.0,2,2,2,47,0
613,912,2.0,0.0,0.0,0.0,0.0,0.0,16168.0,16600.0,0.0,13987.0,16268.0,15958.0,500.0,2000.0,0.0,2200.0,332.0,900.0,20000.0,1,2,2,23,0
614,913,-2.0,-2.0,-2.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,1330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,2,1,1,37,0
615,915,2.0,2.0,2.0,1.0,2.0,2.0,43153.0,44795.0,45710.0,41259.0,43845.0,40715.0,1700.0,1800.0,0.0,400.0,1800.0,3406.0,60000.0,2,1,2,30,0
616,917,-1.0,2.0,-2.0,-2.0,2.0,-2.0,21197.0,20000.0,20000.0,2801.0,20400.0,0.0,0.0,0.0,0.0,0.0,0.0,21197.0,80000.0,2,2,1,29,1
617,918,-2.0,0.0,0.0,-1.0,-1.0,-1.0,-8.0,21905.0,23717.0,51.0,10362.0,-8.0,10370.0,10000.0,4311.0,0.0,15000.0,0.0,500000.0,2,1,2,39,1
618,920,0.0,0.0,0.0,0.0,0.0,0.0,263431.0,258387.0,259118.0,259394.0,253596.0,264334.0,9900.0,9307.0,9676.0,9876.0,9331.0,10020.0,260000.0,1,1,1,39,0
619,922,0.0,-1.0,-1.0,2.0,0.0,0.0,9756.0,780.0,0.0,9917.0,8560.0,8660.0,1300.0,0.0,1900.0,1400.0,800.0,1800.0,10000.0,2,2,2,21,1
620,924,-1.0,-1.0,-1.0,-2.0,-1.0,2.0,18862.0,20934.0,22146.0,50210.0,18145.0,2846.0,20089.0,22181.0,16711.0,60054.0,23019.0,19061.0,60000.0,1,2,1,39,0
621,925,2.0,0.0,2.0,2.0,0.0,2.0,78743.0,81574.0,78445.0,72183.0,79176.0,81844.0,2900.0,0.0,3100.0,10895.0,6355.0,0.0,80000.0,1,2,2,30,1
622,926,-1.0,-1.0,0.0,-1.0,-2.0,-1.0,0.0,17227.0,17042.0,11386.0,0.0,199.0,0.0,341.0,5114.0,199.0,17227.0,0.0,180000.0,2,1,2,29,0
623,927,0.0,0.0,0.0,0.0,0.0,0.0,36725.0,40138.0,42459.0,30833.0,36749.0,34322.0,3000.0,3000.0,3000.0,4000.0,4000.0,3000.0,200000.0,2,2,2,34,0
624,928,2.0,2.0,2.0,1.0,2.0,2.0,84020.0,95878.0,112141.0,82505.0,97554.0,86302.0,15000.0,18000.0,0.0,6000.0,0.0,0.0,180000.0,2,1,1,46,0
625,929,0.0,0.0,0.0,0.0,0.0,0.0,51278.0,31584.0,26482.0,62652.0,46685.0,57562.0,1900.0,1219.0,7971.0,2300.0,1191.0,2200.0,60000.0,2,3,1,48,0
626,930,2.0,0.0,0.0,0.0,2.0,0.0,8396.0,8971.0,10824.0,4262.0,8113.0,7169.0,0.0,2000.0,1000.0,3000.0,1000.0,1500.0,60000.0,2,1,2,27,1
627,931,0.0,0.0,0.0,0.0,0.0,0.0,74806.0,80298.0,53289.0,62774.0,82241.0,68284.0,12241.0,1119.0,52319.0,10284.0,1606.0,10806.0,430000.0,2,1,2,30,0
628,932,0.0,0.0,0.0,0.0,0.0,0.0,73027.0,75865.0,77448.0,69533.0,74215.0,71314.0,3000.0,3000.0,3000.0,3500.0,3000.0,3500.0,80000.0,2,1,2,30,0
629,933,0.0,0.0,0.0,0.0,0.0,0.0,29341.0,29533.0,28538.0,27699.0,29928.0,28513.0,980.0,1024.0,886.0,1565.0,994.0,1393.0,50000.0,1,2,1,25,0
630,935,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1562.0,0.0,0.0,0.0,200000.0,2,1,1,33,0
631,936,0.0,0.0,0.0,-1.0,0.0,-1.0,9610.0,10614.0,10433.0,1261.0,7004.0,11839.0,1000.0,209.0,0.0,11839.0,5000.0,1266.0,20000.0,1,2,2,40,0
632,937,-1.0,-1.0,0.0,-2.0,-1.0,-1.0,30418.0,13496.0,23943.0,10790.0,31370.0,7239.0,31370.0,12000.0,22593.0,7239.0,13496.0,30418.0,180000.0,2,3,1,31,0
633,939,0.0,0.0,0.0,0.0,0.0,0.0,17304.0,14787.0,15975.0,44498.0,16544.0,41897.0,2000.0,3000.0,3000.0,4000.0,3000.0,4000.0,50000.0,2,1,2,29,0
634,940,0.0,0.0,0.0,0.0,0.0,0.0,28928.0,29579.0,30445.0,26432.0,29475.0,27708.0,1300.0,1500.0,2000.0,1700.0,1200.0,2000.0,50000.0,1,2,3,36,1
635,942,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180000.0,1,6,1,34,0
636,943,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16615.0,9058.0,3281.0,7572.0,14156.0,18847.0,14156.0,3281.0,5971.0,18920.0,9058.0,16615.0,420000.0,2,2,2,35,0
637,944,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,9758.0,32830.0,3267.0,50055.0,6494.0,5320.0,6500.0,3267.0,2650.0,5320.0,32830.0,10008.0,180000.0,2,1,2,30,0
638,945,0.0,0.0,0.0,0.0,0.0,0.0,15818.0,20890.0,29890.0,8413.0,21813.0,8611.0,10000.0,10000.0,4686.0,5000.0,10000.0,8000.0,200000.0,2,3,1,50,0
639,946,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,256321.0,464.0,8199.0,277376.0,19753.0,266532.0,19753.0,8199.0,0.0,6001.0,464.0,6016.0,550000.0,2,5,2,52,0
640,950,0.0,0.0,0.0,1.0,0.0,2.0,39828.0,41315.0,42133.0,39728.0,40468.0,38815.0,1600.0,1655.0,1725.0,0.0,1650.0,1960.0,130000.0,2,2,2,25,0
641,951,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4412.0,3578.0,4075.0,2827.0,2700.0,3517.0,2708.0,4087.0,1841.0,3527.0,3588.0,4425.0,210000.0,1,1,1,42,0
642,953,2.0,0.0,0.0,3.0,2.0,3.0,213758.0,213083.0,217340.0,215521.0,208821.0,210695.0,0.0,7800.0,8300.0,0.0,7800.0,8000.0,260000.0,1,2,1,42,1
643,956,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,199.0,559.0,54.0,177.0,0.0,177.0,559.0,0.0,0.0,200.0,0.0,240000.0,2,2,1,43,0
644,957,2.0,-1.0,-2.0,-2.0,-1.0,-1.0,811.0,17557.0,1144.0,0.0,2754.0,1541.0,3071.0,1144.0,1252.0,1541.0,17557.0,4.0,200000.0,2,2,1,30,0
645,958,0.0,0.0,0.0,0.0,0.0,0.0,48543.0,9076.0,9812.0,47816.0,46366.0,49694.0,3019.0,1000.0,2000.0,3000.0,3000.0,3000.0,50000.0,1,2,2,35,0
646,960,2.0,-2.0,-2.0,-1.0,2.0,-1.0,259.0,-391.0,-716.0,66.0,-66.0,584.0,66.0,325.0,325.0,843.0,325.0,0.0,120000.0,1,2,2,36,0
647,962,0.0,2.0,2.0,0.0,0.0,0.0,41137.0,44498.0,45417.0,39068.0,43644.0,40107.0,3500.0,1800.0,0.0,1970.0,1700.0,2000.0,60000.0,1,1,2,27,0
648,963,0.0,0.0,0.0,0.0,0.0,0.0,59024.0,28210.0,18296.0,67670.0,26008.0,62529.0,1000.0,2000.0,143.0,2730.0,5746.0,2490.0,70000.0,1,3,1,47,0
649,964,0.0,0.0,0.0,0.0,0.0,0.0,189510.0,182973.0,187233.0,250303.0,178738.0,198350.0,6500.0,7001.0,10000.0,7065.0,7000.0,7054.0,260000.0,1,1,2,26,0
650,965,2.0,0.0,2.0,2.0,0.0,2.0,8768.0,10212.0,10198.0,6743.0,9465.0,9060.0,1000.0,300.0,0.0,2600.0,900.0,0.0,10000.0,1,2,2,27,1
651,967,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,4465.0,1965.0,958.0,12570.0,14272.0,958.0,14272.0,958.0,6405.0,958.0,1965.0,4465.0,400000.0,2,3,1,25,0
652,968,0.0,0.0,0.0,0.0,0.0,0.0,50908.0,27702.0,27429.0,52045.0,49756.0,49714.0,1432.0,3007.0,2003.0,2000.0,1008.0,2005.0,50000.0,1,2,2,36,0
653,969,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,610.0,2165.0,3000.0,0.0,3300.0,0.0,2165.0,2394.0,3300.0,610.0,0.0,300000.0,2,1,1,42,0
654,970,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360000.0,2,1,1,28,0
655,972,-1.0,0.0,0.0,1.0,-1.0,2.0,572.0,18595.0,19135.0,19901.0,19206.0,19105.0,20502.0,840.0,705.0,0.0,1000.0,572.0,20000.0,1,3,2,23,0
656,973,2.0,0.0,2.0,2.0,0.0,2.0,17697.0,20099.0,21631.0,15361.0,18416.0,18274.0,1317.0,2000.0,0.0,3175.0,2000.0,0.0,30000.0,2,2,1,29,1
657,975,0.0,0.0,0.0,0.0,0.0,0.0,80966.0,81142.0,80672.0,79552.0,79295.0,81392.0,2847.0,3072.0,3010.0,3130.0,3134.0,3107.0,80000.0,2,2,1,45,0
658,976,0.0,0.0,0.0,0.0,0.0,0.0,12874.0,10556.0,9396.0,21453.0,13341.0,22365.0,610.0,500.0,1000.0,1634.0,509.0,1143.0,50000.0,2,3,1,46,0
659,977,0.0,0.0,0.0,0.0,0.0,0.0,56439.0,55981.0,58270.0,62296.0,53637.0,64460.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,300000.0,1,1,2,45,0
660,979,0.0,0.0,0.0,0.0,0.0,0.0,50890.0,54122.0,58227.0,17058.0,50981.0,59481.0,1861.0,5000.0,3044.0,52896.0,4000.0,2047.0,70000.0,1,2,2,27,0
661,980,0.0,-1.0,0.0,0.0,0.0,0.0,50222.0,39721.0,30526.0,50784.0,20013.0,50670.0,1682.0,1261.0,1200.0,2300.0,41803.0,2000.0,50000.0,2,2,2,22,0
662,981,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,291.0,0.0,312.0,724.0,776.0,1232.0,776.0,312.0,576.0,1232.0,0.0,291.0,360000.0,2,2,2,34,0
663,983,-1.0,0.0,0.0,0.0,0.0,-1.0,243301.0,47494.0,129274.0,112118.0,259176.0,96297.0,21066.0,110000.0,50110.0,96778.0,2137.0,243301.0,380000.0,1,2,1,43,0
664,984,-1.0,0.0,0.0,-1.0,0.0,-1.0,18860.0,5660.0,0.0,3019.0,950.0,1479.0,0.0,0.0,7153.0,1479.0,4710.0,18881.0,30000.0,2,1,2,24,0
665,985,0.0,0.0,0.0,0.0,0.0,0.0,20567.0,21499.0,21556.0,19500.0,21526.0,19884.0,1700.0,781.0,815.0,1400.0,1000.0,1400.0,70000.0,2,2,1,38,0
666,986,0.0,0.0,0.0,0.0,-1.0,0.0,43429.0,27851.0,25408.0,69464.0,45895.0,55638.0,45919.0,5022.0,6010.0,10034.0,5036.0,15011.0,360000.0,1,2,1,40,0
667,989,0.0,0.0,-1.0,0.0,0.0,0.0,9290.0,2941.0,642.0,19088.0,6636.0,13828.0,1156.0,700.0,4600.0,1248.0,1000.0,1200.0,20000.0,2,3,2,40,0
668,991,0.0,0.0,0.0,2.0,0.0,0.0,35304.0,29260.0,30073.0,42440.0,33365.0,43303.0,1500.0,1300.0,4000.0,1599.0,1500.0,2000.0,100000.0,2,2,2,29,1
669,992,0.0,0.0,0.0,0.0,0.0,0.0,48264.0,24901.0,25441.0,45622.0,27806.0,47061.0,2000.0,941.0,3113.0,2500.0,2000.0,2500.0,50000.0,1,2,2,28,1
670,994,0.0,0.0,0.0,0.0,0.0,0.0,115372.0,120407.0,122952.0,170440.0,211577.0,170060.0,5000.0,5000.0,4000.0,8200.0,5000.0,5200.0,170000.0,2,1,1,33,1
671,995,-1.0,-2.0,-1.0,0.0,-2.0,-1.0,0.0,561.0,3854.0,26814.0,0.0,367.0,0.0,3878.0,3.0,368.0,561.0,0.0,200000.0,2,1,1,44,0
672,996,0.0,0.0,0.0,0.0,0.0,0.0,120318.0,113437.0,164377.0,190258.0,129281.0,181207.0,40069.0,100000.0,51305.0,40012.0,25005.0,10020.0,470000.0,1,2,2,33,0
673,998,0.0,0.0,0.0,0.0,0.0,0.0,118038.0,59210.0,61267.0,111098.0,118805.0,114863.0,5000.0,3000.0,3000.0,5600.0,3000.0,6500.0,120000.0,2,3,1,38,0
674,999,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1108.0,2447.0,888.0,2216.0,1499.0,6142.0,1500.0,1000.0,1500.0,5258.0,2500.0,0.0,210000.0,2,2,1,40,0
675,1001,0.0,0.0,0.0,0.0,0.0,0.0,40288.0,43870.0,13750.0,33459.0,42605.0,35911.0,3000.0,1000.0,12000.0,3000.0,2000.0,5000.0,210000.0,1,2,2,39,0
676,1002,0.0,0.0,0.0,0.0,0.0,0.0,97974.0,95479.0,92817.0,100050.0,97486.0,96652.0,4500.0,3500.0,3500.0,4500.0,3500.0,4600.0,100000.0,2,2,1,36,0
677,1003,0.0,2.0,0.0,0.0,3.0,0.0,19067.0,18037.0,18487.0,6599.0,18472.0,9315.0,0.0,900.0,2000.0,3000.0,0.0,10000.0,20000.0,1,2,1,27,0
678,1005,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21715.0,9147.0,6068.0,7142.0,5064.0,44008.0,5089.0,6098.0,16495.0,44234.0,9192.0,21823.0,360000.0,2,1,2,26,0
679,1008,0.0,0.0,0.0,0.0,0.0,0.0,19145.0,16989.0,12699.0,17147.0,17322.0,18264.0,822.0,1000.0,500.0,1700.0,1000.0,1500.0,20000.0,2,1,2,24,0
680,1009,0.0,0.0,2.0,0.0,0.0,0.0,15815.0,17787.0,17363.0,13693.0,16788.0,14757.0,1540.0,0.0,700.0,1600.0,1580.0,1600.0,30000.0,1,3,1,54,1
681,1011,0.0,0.0,0.0,0.0,0.0,0.0,49386.0,18540.0,19109.0,50312.0,19818.0,50145.0,4300.0,1000.0,1000.0,6000.0,1000.0,3120.0,50000.0,2,3,1,38,0
682,1012,0.0,0.0,0.0,2.0,0.0,0.0,66940.0,70169.0,66709.0,63632.0,68332.0,131132.0,2506.0,2950.0,4000.0,3000.0,3000.0,2431.0,90000.0,1,1,2,32,1
683,1013,-1.0,-1.0,-1.0,1.0,-2.0,-1.0,0.0,660.0,0.0,-110.0,0.0,16390.0,0.0,0.0,0.0,16500.0,660.0,0.0,120000.0,2,1,1,50,0
684,1014,0.0,0.0,0.0,0.0,0.0,0.0,94925.0,98894.0,100500.0,91141.0,96837.0,93027.0,2718.0,2500.0,0.0,2635.0,2854.0,2688.0,100000.0,2,1,2,42,0
685,1015,2.0,-1.0,-1.0,0.0,2.0,0.0,7077.0,3416.0,416.0,13432.0,3416.0,12762.0,0.0,416.0,3416.0,3300.0,3416.0,1416.0,560000.0,1,2,1,49,0
686,1017,0.0,0.0,0.0,-1.0,0.0,-1.0,33604.0,17841.0,6980.0,10458.0,25303.0,37907.0,1200.0,0.0,3570.0,37907.0,0.0,1599.0,50000.0,2,3,1,35,0
687,1019,0.0,-1.0,0.0,0.0,0.0,0.0,2060.0,78794.0,80385.0,4553.0,0.0,4042.0,0.0,2900.0,3000.0,1033.0,78794.0,1000.0,300000.0,2,1,2,28,0
688,1023,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,421.0,6013.0,5094.0,919.0,4502.0,8209.0,5000.0,0.0,7600.0,8209.0,6013.0,421.0,120000.0,2,2,1,41,0
689,1024,0.0,0.0,0.0,0.0,0.0,0.0,169860.0,168199.0,160769.0,184676.0,165713.0,178491.0,6000.0,5838.0,5900.0,7900.0,6000.0,6112.0,200000.0,2,2,2,33,0
690,1025,2.0,2.0,2.0,4.0,3.0,3.0,38862.0,39408.0,40925.0,38344.0,39125.0,37433.0,1200.0,2300.0,1396.0,0.0,1225.0,2335.0,40000.0,1,2,2,24,1
691,1026,2.0,0.0,0.0,1.0,2.0,2.0,101882.0,97546.0,101281.0,102250.0,98311.0,97551.0,0.0,7570.0,0.0,0.0,3500.0,8900.0,100000.0,2,3,1,41,1
692,1027,-1.0,-1.0,0.0,0.0,-1.0,0.0,3428.0,65809.0,62950.0,8965.0,6384.0,7988.0,6434.0,2045.0,8007.0,7062.0,68290.0,4017.0,610000.0,1,3,2,29,0
693,1028,0.0,0.0,0.0,0.0,0.0,0.0,89764.0,86279.0,84794.0,93287.0,87919.0,91031.0,3000.0,3100.0,3400.0,3230.0,2956.0,3500.0,160000.0,2,3,1,40,0
694,1030,0.0,0.0,0.0,0.0,0.0,0.0,18923.0,19818.0,20006.0,16990.0,19706.0,17960.0,3000.0,1002.0,783.0,3000.0,2000.0,3001.0,20000.0,2,2,2,22,0
695,1032,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,22238.0,10110.0,23910.0,6482.0,9877.0,8853.0,9877.0,24616.0,5952.0,8853.0,10110.0,22243.0,640000.0,2,1,1,50,0
696,1034,0.0,0.0,0.0,0.0,0.0,0.0,152208.0,72325.0,73273.0,149957.0,116763.0,152224.0,4000.0,3000.0,3000.0,6000.0,3000.0,5440.0,150000.0,2,2,1,38,0
697,1035,2.0,0.0,0.0,2.0,0.0,2.0,29480.0,19733.0,16543.0,30330.0,28805.0,30948.0,928.0,768.0,1299.0,1400.0,602.0,0.0,30000.0,2,2,1,45,1
698,1037,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-16.0,3267.0,3438.0,16731.0,-16.0,4840.0,0.0,3455.0,0.0,4864.0,3283.0,0.0,360000.0,1,1,1,44,0
699,1039,0.0,0.0,0.0,0.0,0.0,0.0,44598.0,38255.0,31427.0,105403.0,38322.0,51190.0,3002.0,1505.0,2000.0,3109.0,3005.0,1369.0,280000.0,2,1,2,29,0
700,1044,0.0,0.0,0.0,0.0,0.0,0.0,135683.0,116173.0,104283.0,163000.0,128719.0,160298.0,6010.0,4012.0,3522.0,10047.0,4512.0,5001.0,470000.0,2,1,1,37,0
701,1045,0.0,2.0,2.0,2.0,0.0,0.0,20135.0,17428.0,25227.0,21326.0,19529.0,20425.0,1679.0,10000.0,0.0,1400.0,0.0,1700.0,30000.0,1,2,2,30,1
702,1046,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230000.0,2,1,2,30,0
703,1047,0.0,0.0,0.0,0.0,0.0,0.0,195598.0,186790.0,180240.0,189748.0,188878.0,192338.0,5620.0,5014.0,5135.0,6300.0,5000.0,5700.0,280000.0,2,1,2,26,0
704,1049,0.0,0.0,0.0,0.0,0.0,0.0,5345.0,5598.0,178.0,3409.0,5454.0,4489.0,109.0,0.0,0.0,1144.0,144.0,1000.0,80000.0,2,1,2,25,0
705,1051,2.0,0.0,0.0,0.0,0.0,0.0,27000.0,26876.0,28351.0,25724.0,27382.0,29638.0,1100.0,2300.0,0.0,5300.0,1000.0,0.0,30000.0,1,2,2,43,0
706,1053,2.0,3.0,2.0,1.0,2.0,2.0,15975.0,17336.0,16910.0,15476.0,17903.0,16533.0,2500.0,0.0,2000.0,1600.0,0.0,0.0,20000.0,1,2,2,40,0
707,1054,0.0,0.0,0.0,0.0,0.0,0.0,17217.0,18369.0,18888.0,15109.0,18005.0,16117.0,1151.0,670.0,780.0,1263.0,515.0,1363.0,50000.0,1,3,1,44,0
708,1055,0.0,0.0,0.0,0.0,0.0,0.0,11427.0,13084.0,14206.0,9014.0,11935.0,10406.0,1000.0,1500.0,1500.0,1700.0,1500.0,1500.0,30000.0,2,3,2,26,0
709,1056,2.0,0.0,0.0,0.0,0.0,0.0,63156.0,53383.0,48556.0,65421.0,57147.0,69087.0,2000.0,2000.0,1500.0,4850.0,2000.0,2000.0,150000.0,2,1,2,26,0
710,1057,0.0,2.0,2.0,0.0,0.0,0.0,13924.0,15292.0,17524.0,17384.0,15685.0,13648.0,2000.0,2500.0,0.0,1500.0,0.0,1400.0,20000.0,1,2,2,25,0
711,1058,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,654.0,0.0,1308.0,654.0,5954.0,608.0,5954.0,1308.0,0.0,608.0,0.0,700.0,10000.0,1,2,2,43,1
712,1059,-2.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,22909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230000.0,2,1,1,35,0
713,1061,3.0,2.0,2.0,2.0,2.0,2.0,33002.0,34629.0,33940.0,31131.0,32173.0,33815.0,0.0,0.0,2000.0,3500.0,3000.0,0.0,40000.0,2,2,1,28,0
714,1062,0.0,0.0,0.0,0.0,0.0,0.0,79897.0,28579.0,29138.0,76304.0,27950.0,78680.0,1200.0,1230.0,1000.0,4203.0,1230.0,3900.0,80000.0,1,2,2,26,0
715,1063,0.0,0.0,0.0,0.0,0.0,0.0,21307.0,8131.0,7535.0,34449.0,8840.0,35009.0,500.0,1000.0,1500.0,1600.0,1000.0,1300.0,70000.0,1,2,2,29,1
716,1064,0.0,0.0,0.0,0.0,0.0,0.0,75385.0,124477.0,192001.0,103792.0,76864.0,108297.0,3087.0,70000.0,7016.0,8401.0,49195.0,4266.0,300000.0,1,3,2,29,0
717,1065,-1.0,0.0,0.0,1.0,0.0,-2.0,306.0,306.0,0.0,0.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,190000.0,2,2,3,29,0
718,1066,0.0,2.0,2.0,0.0,0.0,0.0,44843.0,49142.0,52336.0,42863.0,50072.0,43874.0,6000.0,4200.0,2000.0,2000.0,0.0,2000.0,160000.0,1,1,2,41,0
719,1067,0.0,0.0,0.0,0.0,0.0,0.0,38179.0,39740.0,40574.0,36042.0,39243.0,37141.0,2000.0,1472.0,3500.0,2000.0,1450.0,1936.0,210000.0,1,1,2,31,0
720,1068,2.0,2.0,0.0,2.0,2.0,2.0,16087.0,16900.0,17465.0,13888.0,17317.0,16652.0,1500.0,1000.0,3500.0,3000.0,0.0,0.0,30000.0,1,2,1,39,1
721,1069,0.0,0.0,0.0,-1.0,0.0,0.0,18202.0,19138.0,18319.0,15036.0,18601.0,15790.0,700.0,655.0,700.0,1300.0,847.0,2701.0,50000.0,2,1,2,23,0
722,1075,0.0,0.0,0.0,0.0,0.0,0.0,135820.0,86753.0,88808.0,131292.0,84829.0,134057.0,3829.0,3808.0,4744.0,7000.0,3753.0,5820.0,140000.0,2,2,1,28,0
723,1076,0.0,0.0,0.0,0.0,0.0,0.0,28017.0,28143.0,24712.0,27402.0,25011.0,26455.0,1500.0,1000.0,1000.0,1500.0,3500.0,4022.0,60000.0,2,3,2,26,0
724,1077,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,769.0,0.0,695.0,0.0,771.0,0.0,771.0,695.0,1892.0,0.0,0.0,769.0,210000.0,2,2,2,41,0
725,1078,0.0,2.0,0.0,0.0,0.0,0.0,48618.0,50222.0,48874.0,46079.0,51134.0,47232.0,3600.0,1754.0,1892.0,2200.0,0.0,2500.0,70000.0,1,2,2,31,1
726,1079,0.0,0.0,0.0,0.0,0.0,0.0,166106.0,50340.0,51400.0,218605.0,100151.0,166310.0,4200.0,2400.0,2500.0,6222.0,2400.0,7174.0,350000.0,1,3,1,35,0
727,1080,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16653.0,3424.0,13176.0,8086.0,9346.0,20993.0,9354.0,13176.0,10868.0,21012.0,3424.0,16653.0,50000.0,1,1,1,39,0
728,1081,0.0,0.0,0.0,0.0,0.0,-1.0,168955.0,126198.0,124746.0,10392.0,161351.0,168088.0,7335.0,4519.0,5003.0,168096.0,4448.0,6409.0,170000.0,1,3,2,30,0
729,1082,-1.0,0.0,0.0,-1.0,0.0,-1.0,6849.0,3910.0,2547.0,1706.0,4113.0,6354.0,82.0,51.0,16522.0,6394.0,78.0,6849.0,20000.0,1,3,2,23,0
730,1085,0.0,0.0,0.0,-1.0,0.0,2.0,19476.0,11893.0,9583.0,19744.0,16911.0,19137.0,0.0,1000.0,0.0,0.0,5000.0,1200.0,20000.0,2,2,1,25,1
731,1087,0.0,0.0,0.0,0.0,0.0,0.0,136109.0,111274.0,110141.0,170792.0,114908.0,153458.0,4664.0,3899.0,4724.0,5729.0,3890.0,5365.0,360000.0,1,3,1,49,0
732,1088,0.0,0.0,0.0,0.0,0.0,0.0,38423.0,202722.0,46980.0,33277.0,197773.0,34292.0,162546.0,1689.0,1977.0,1869.0,5783.0,5000.0,470000.0,1,1,1,38,1
733,1092,2.0,2.0,2.0,2.0,2.0,2.0,45858.0,47401.0,40536.0,44411.0,45781.0,45379.0,1000.0,2000.0,0.0,2000.0,2540.0,1500.0,200000.0,1,1,1,30,1
734,1093,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1438.0,6814.0,2956.0,3890.0,5322.0,4002.0,5328.0,114.0,1740.0,4008.0,6814.0,1438.0,300000.0,2,1,1,33,0
735,1094,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,11202.0,10860.0,12534.0,14298.0,21683.0,100606.0,21778.0,12534.0,7923.0,101405.0,10860.0,11202.0,220000.0,2,1,1,37,0
736,1095,0.0,2.0,0.0,0.0,0.0,0.0,59492.0,66832.0,69248.0,60374.0,68365.0,57829.0,10000.0,3500.0,4000.0,3000.0,0.0,2600.0,90000.0,2,1,2,23,0
737,1096,0.0,2.0,0.0,1.0,0.0,2.0,45596.0,46790.0,46982.0,45442.0,48089.0,44411.0,3300.0,1558.0,1833.0,0.0,0.0,1900.0,50000.0,1,2,1,35,0
738,1098,0.0,0.0,0.0,-1.0,0.0,-1.0,50815.0,39769.0,9353.0,2308.0,46147.0,101780.0,1100.0,2000.0,41644.0,101780.0,1000.0,1501.0,110000.0,1,2,2,32,0
739,1099,0.0,0.0,0.0,0.0,0.0,0.0,141314.0,142358.0,143358.0,140133.0,141000.0,140414.0,5201.0,5282.0,5200.0,6601.0,5501.0,6501.0,150000.0,2,2,1,38,0
740,1101,-1.0,-2.0,-2.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,1008.0,0.0,228.0,0.0,0.0,0.0,228.0,888.0,0.0,300000.0,2,1,1,38,0
741,1103,0.0,0.0,0.0,0.0,0.0,0.0,137119.0,133174.0,136481.0,130360.0,141367.0,133799.0,5847.0,5000.0,5018.0,5000.0,5000.0,5000.0,250000.0,2,1,2,36,0
742,1104,0.0,0.0,0.0,0.0,0.0,0.0,29836.0,31314.0,30852.0,36604.0,30818.0,35777.0,1794.0,1268.0,1273.0,1765.0,1290.0,1812.0,60000.0,2,1,2,26,0
